reservation_id,guest_name,room_number,event_time,sim_time,staff_id,action,staff_flagged_anomalous,in_attack_window,Enriched_TTP,Threat_Context
R1209,Brian Lee,343,2026-08-01 12:34:19,45259,U0042,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1210,Christopher Smith,108,2026-08-01 08:09:31,29371,U0006,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1211,Denise Mccann,307,2026-08-01 04:02:02,14522,U0045,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1212,Melissa Martinez,439,2026-08-01 05:34:27,20067,U0038,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1213,Katherine Salas,383,2026-08-01 08:36:55,31015,U0034,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1214,Julie Alexander,381,2026-08-01 07:44:45,27885,U0022,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1215,Anthony Everett,332,2026-08-01 12:47:42,46062,U0018,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1216,Rodney Morales,218,2026-08-01 04:34:35,16475,U0008,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1217,Mark Brown,161,2026-08-01 05:44:39,20679,U0048,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1218,Justin Torres,210,2026-08-01 03:29:12,12552,U0048,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1219,Bailey Duran DDS,401,2026-08-01 05:02:00,18120,U0049,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1220,Courtney Mills,199,2026-08-01 01:49:48,6588,U0019,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1221,Jeremy Dalton,191,2026-08-01 06:34:10,23650,U0020,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1222,Elizabeth Oliver DDS,373,2026-08-01 12:53:20,46400,U0009,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1223,Theresa Clark,127,2026-08-01 00:49:42,2982,U0036,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1224,Matthew Moore,164,2026-08-01 12:41:45,45705,U0041,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1225,Benjamin Smith,106,2026-08-01 01:52:03,6723,U0037,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1226,Kirk Carter,345,2026-08-01 08:32:42,30762,U0029,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1227,Michael Warner,126,2026-08-01 03:21:22,12082,U0017,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1228,Michael Bradshaw,133,2026-08-01 02:04:36,7476,U0026,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1229,Lori Guerrero,395,2026-08-01 01:20:55,4855,U0041,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1230,Jessica Stephens,176,2026-08-01 02:45:43,9943,U0052,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1231,Susan Serrano,227,2026-08-01 01:33:02,5582,U0008,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1232,Christopher Parker,405,2026-08-01 11:02:15,39735,U0051,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1233,Laura Roberts,294,2026-08-01 09:30:47,34247,U0029,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1234,Michael Lyons,401,2026-08-01 05:24:47,19487,U0028,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1235,Kathryn Snyder,417,2026-08-01 10:21:05,37265,U0004,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1236,Andrew Reynolds,206,2026-08-01 13:53:06,49986,U0041,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1237,David Davis,438,2026-08-01 04:49:03,17343,U0006,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1238,Sara Johnston,188,2026-08-01 04:21:59,15719,U0036,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1239,Yvonne Chambers,101,2026-08-01 02:50:58,10258,U0027,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1240,Andrew Avila,404,2026-08-01 12:32:58,45178,U0031,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1241,Matthew Moon,218,2026-08-01 00:35:39,2139,U0019,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1242,Kevin Walters,332,2026-08-01 12:47:50,46070,U0005,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1243,Brandon Bailey MD,420,2026-08-01 04:48:57,17337,U0038,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1244,Shannon Rivera,158,2026-08-01 07:44:21,27861,U0035,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1245,Donna Landry,176,2026-08-01 11:47:23,42443,U0059,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1246,Krista Gibson,136,2026-08-01 02:35:21,9321,U0004,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1247,Frank Cordova,404,2026-08-01 05:35:59,20159,U0048,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1248,Jose Travis,163,2026-08-01 07:59:40,28780,U0030,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1249,Kimberly Gutierrez,306,2026-08-01 12:44:17,45857,U0018,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1250,Isaiah Avila,141,2026-08-01 07:58:08,28688,U0039,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1251,Olivia Harris,265,2026-08-01 07:51:53,28313,U0039,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1252,Tanya Kim,146,2026-08-01 00:28:15,1695,U0015,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1253,Barbara Dudley,237,2026-08-01 12:14:18,44058,U0037,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1254,Cynthia Moore,189,2026-08-01 13:46:02,49562,U0031,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1255,Kristen Davis,192,2026-08-01 05:03:49,18229,U0038,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1256,Susan Murray MD,351,2026-08-01 11:33:21,41601,U0006,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1257,Kathleen Moran,309,2026-08-01 06:20:03,22803,U0022,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1258,Denise Davenport,153,2026-08-01 12:11:57,43917,U0055,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1259,Mrs. Kristen Reyes,310,2026-08-01 06:00:14,21614,U0045,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1260,Katie Suarez,439,2026-08-01 05:14:48,18888,U0026,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1261,Desiree Tyler,145,2026-08-01 08:16:47,29807,U0021,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1262,Timothy Romero,159,2026-08-01 05:53:06,21186,U0050,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1263,Diane Evans,100,2026-08-01 09:22:04,33724,U0043,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1264,Yvonne Burns,127,2026-08-01 07:31:22,27082,U0013,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1265,Joshua Reed,355,2026-08-01 11:20:04,40804,U0041,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1266,Kimberly Gibson,126,2026-08-01 13:50:06,49806,U0014,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1267,Colin Terry,167,2026-08-01 09:59:53,35993,U0019,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1268,Cynthia Rowe,348,2026-08-01 12:42:40,45760,U0008,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1269,Patrick Thornton,411,2026-08-01 11:28:09,41289,U0052,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1270,Jasmin Alvarado,181,2026-08-01 12:55:16,46516,U0020,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1271,Veronica Simpson,308,2026-08-01 10:03:12,36192,U0006,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1272,Jonathan Lawrence,336,2026-08-01 02:03:55,7435,U0008,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1273,Shelly Alexander,249,2026-08-01 09:04:21,32661,U0033,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1274,Joyce Bowen,347,2026-08-01 07:33:49,27229,U0031,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1275,Matthew Moore,382,2026-08-01 08:18:55,29935,U0010,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1276,Wayne Morgan,406,2026-08-01 03:28:11,12491,U0033,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1277,Marie Christian,241,2026-08-01 01:16:15,4575,U0050,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1278,Shannon James,359,2026-08-01 06:11:14,22274,U0018,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1279,Nathan Malone,252,2026-08-01 05:08:56,18536,U0054,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1280,Amanda Jones,328,2026-08-01 02:42:18,9738,U0035,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1281,Tammie Bright,270,2026-08-01 06:16:58,22618,U0036,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1282,Jessica Garcia,264,2026-08-01 08:17:21,29841,U0056,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1283,Shelia Wallace,222,2026-08-01 12:41:51,45711,U0037,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1284,Stephanie Williams,310,2026-08-01 04:15:06,15306,U0003,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1285,Elaine Brooks,342,2026-08-01 13:33:24,48804,U0046,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1286,Joseph Knight,439,2026-08-01 07:01:42,25302,U0051,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1287,Carolyn Miller,118,2026-08-01 09:01:01,32461,U0009,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1288,Lisa Allen,325,2026-08-01 01:49:37,6577,U0007,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1289,Briana Murray,173,2026-08-01 00:16:45,1005,U0027,checkout,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1290,David Smith,340,2026-08-01 01:21:43,4903,U0051,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1291,Stephanie Byrd,419,2026-08-01 06:09:47,22187,U0045,key_reissue,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1292,Jeremy Reed,141,2026-08-01 11:49:47,42587,U0055,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1293,Margaret Coleman,373,2026-08-01 12:16:34,44194,U0025,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1294,Ryan Gonzalez,349,2026-08-01 11:24:37,41077,U0056,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1295,John Young,135,2026-08-01 11:14:25,40465,U0016,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1296,Laura Haney,146,2026-08-01 04:08:28,14908,U0028,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1297,William Barrett,424,2026-08-01 13:50:31,49831,U0046,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1298,Keith Jennings,185,2026-08-01 08:04:36,29076,U0045,folio_update,False,False,T1566.001,Hospitality Sector Initial Access Vector
R1299,Amber Obrien,123,2026-08-01 00:31:37,1897,U0021,checkin,False,False,T1566.001,Hospitality Sector Initial Access Vector
R9000,Tanner Mitchell DDS,283,2026-08-16 23:42:38,1381358,U0007,folio_update,False,True,T1566.001,Hospitality Sector Initial Access Vector
R9001,Heather Fields,320,2026-08-20 22:38:02,1723082,U0007,folio_update,False,True,T1566.001,Hospitality Sector Initial Access Vector
R9002,Megan Le,225,2026-08-09 19:30:48,761448,U0007,folio_update,False,True,T1566.001,Hospitality Sector Initial Access Vector
R9003,Sara Fuller,310,2026-08-28 12:45:58,2378758,U0007,folio_update,False,True,T1566.001,Hospitality Sector Initial Access Vector
R9004,Maria Parker,449,2026-08-30 05:15:59,2524559,U0007,folio_update,False,True,T1566.001,Hospitality Sector Initial Access Vector
R9005,Kevin Oconnor,187,2026-08-11 11:41:38,906098,U0007,folio_update,False,True,T1566.001,Hospitality Sector Initial Access Vector
